Palavra,Link,Instituicao
AÇOITE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/acoiteSm_Prog001.mp4,GoiásLibras · base nacional
AÇOUGUE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/acougueSm_Prog001.mp4,GoiásLibras · base nacional
AÇÚCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/acucarSm_Prog001.mp4,GoiásLibras · base nacional
B,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bSm_Prog001.mp4,GoiásLibras · base nacional
BABA,https://dicionario.ines.gov.br/public/media/palavras/videos/baba1Sm_Prog001.mp4,GoiásLibras · base nacional
BABADO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/babadoSm_Prog001.mp4,GoiásLibras · base nacional
BABADOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/babadorSm_Prog001.mp4,GoiásLibras · base nacional
BABAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/babarSm_Prog001.mp4,GoiásLibras · base nacional
BABÁ1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baba01Sm_Prog001.mp4,GoiásLibras · base nacional
BABÁ2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baba2Sm_Prog001.mp4,GoiásLibras · base nacional
BACALHAU1,https://dicionario.ines.gov.br/public/media/palavras/videos/bacalhauSm_Prog001.mp4,GoiásLibras · base nacional
BACALHAU2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bacalhau2Sm_Prog001.mp4,GoiásLibras · base nacional
BACIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baciaSm_Prog001.mp4,GoiásLibras · base nacional
BACURI,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bacuriSm_Prog001.mp4,GoiásLibras · base nacional
BADALADA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/badaladaSm_Prog001.mp4,GoiásLibras · base nacional
BAGAGEM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bagagemSm_Prog001.mp4,GoiásLibras · base nacional
BAGUNÇAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baguncarSm_Prog001.mp4,GoiásLibras · base nacional
BAHIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bahiaSm_Prog001.mp4,GoiásLibras · base nacional
BAILARINO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bailarinoSm_Prog001.mp4,GoiásLibras · base nacional
BAILE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baileSm_Prog001.mp4,GoiásLibras · base nacional
BAINHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bainhaSm_Prog001.mp4,GoiásLibras · base nacional
BAIRRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bairroSm_Prog001.mp4,GoiásLibras · base nacional
BAIXAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baixarSm_Prog001.mp4,GoiásLibras · base nacional
BAIXO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baixoSm_Prog001.mp4,GoiásLibras · base nacional
BAJULAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bajularSm_Prog001.mp4,GoiásLibras · base nacional
BALA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bala1Sm_Prog001.mp4,GoiásLibras · base nacional
BALA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bala2Sm_Prog001.mp4,GoiásLibras · base nacional
BALANÇA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balancaSm_Prog001.mp4,GoiásLibras · base nacional
BALANÇAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balancar1Sm_Prog001.mp4,GoiásLibras · base nacional
BALANÇAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balancar2Sm_Prog001.mp4,GoiásLibras · base nacional
BALANÇAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balancar3Sm_Prog001.mp4,GoiásLibras · base nacional
BALANÇO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balanco1Sm_Prog001.mp4,GoiásLibras · base nacional
BALANÇO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balanco2Sm_Prog001.mp4,GoiásLibras · base nacional
BALBUCIAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balbuciar1Sm_Prog001.mp4,GoiásLibras · base nacional
BALBUCIAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balbuciar2Sm_Prog001.mp4,GoiásLibras · base nacional
BALDE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baldeSm_Prog001.mp4,GoiásLibras · base nacional
BALDEAÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baldeacaoSm_Prog001.mp4,GoiásLibras · base nacional
BALEIA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baleiaSm_Prog001.mp4,GoiásLibras · base nacional
BALSA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balsaSm_Prog001.mp4,GoiásLibras · base nacional
BALÃO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balao1Sm_Prog001.mp4,GoiásLibras · base nacional
BALÃO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balao2Sm_Prog001.mp4,GoiásLibras · base nacional
BALÃO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/balao3Sm_Prog001.mp4,GoiásLibras · base nacional
BALÉ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baleSm_Prog001.mp4,GoiásLibras · base nacional
BAMBOLEAR,https://dicionario.ines.gov.br/public/media/palavras/videos/bambolearSm_Prog001.mp4,GoiásLibras · base nacional
BAMBOLÊ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bamboleSm_Prog001.mp4,GoiásLibras · base nacional
BAMBU,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bambuSm_Prog001.mp4,GoiásLibras · base nacional
BANANA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bananaSm_Prog001.mp4,GoiásLibras · base nacional
BANCA DE JORNAL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banca_de_jornalSm_Prog001.mp4,GoiásLibras · base nacional
BANCO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banco1Sm_Prog001.mp4,GoiásLibras · base nacional
BANCO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banco2Sm_Prog001.mp4,GoiásLibras · base nacional
BANCO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banco3Sm_Prog001.mp4,GoiásLibras · base nacional
BANDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandaSm_Prog001.mp4,GoiásLibras · base nacional
BANDAID,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandaidSm_Prog001.mp4,GoiásLibras · base nacional
BANDEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandeiraSm_Prog001.mp4,GoiásLibras · base nacional
BANDEIRANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandeiranteSm_Prog001.mp4,GoiásLibras · base nacional
BANDEIRINHA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandeirinhaSm_Prog001.mp4,GoiásLibras · base nacional
BANDEJA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandejaSm_Prog001.mp4,GoiásLibras · base nacional
BANDIDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bandidoSm_Prog001.mp4,GoiásLibras · base nacional
BANGUE-BANGUE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bangue-bangueSm_Prog001.mp4,GoiásLibras · base nacional
BANGUELA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banguelaSm_Prog001.mp4,GoiásLibras · base nacional
BANHAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banharSm_Prog001.mp4,GoiásLibras · base nacional
BANHEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banheiraSm_Prog001.mp4,GoiásLibras · base nacional
BANHEIRO,https://youtu.be/FoForHGoMUY,GoiásLibras · base nacional
BANHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banhoSm_Prog001.mp4,GoiásLibras · base nacional
BANIR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banirSm_Prog001.mp4,GoiásLibras · base nacional
BANQUETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/banqueteSm_Prog001.mp4,GoiásLibras · base nacional
BAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barSm_Prog001.mp4,GoiásLibras · base nacional
BARALHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/baralhoSm_Prog001.mp4,GoiásLibras · base nacional
BARATA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barataSm_Prog001.mp4,GoiásLibras · base nacional
BARATO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barato1Sm_Prog001.mp4,GoiásLibras · base nacional
BARATO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barato2Sm_Prog001.mp4,GoiásLibras · base nacional
BARATO3,https://dicionario.ines.gov.br/public/media/palavras/videos/baratoSm_Prog001.mp4,GoiásLibras · base nacional
BARBA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbaSm_Prog001.mp4,GoiásLibras · base nacional
BARBANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbanteSm_Prog001.mp4,GoiásLibras · base nacional
BARBEADOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbeadorSm_Prog001.mp4,GoiásLibras · base nacional
BARBEADOR ELÉTRICO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbeador-eletricoSm_Prog001.mp4,GoiásLibras · base nacional
BARBEIRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbeiroSm_Prog001.mp4,GoiásLibras · base nacional
BARBUDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barbudoSm_Prog001.mp4,GoiásLibras · base nacional
BARCA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barcaSm_Prog001.mp4,GoiásLibras · base nacional
BARCO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barcoSm_Prog001.mp4,GoiásLibras · base nacional
BARRA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barra1Sm_Prog001.mp4,GoiásLibras · base nacional
BARRA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barra2Sm_Prog001.mp4,GoiásLibras · base nacional
BARRACA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barracaSm_Prog001.mp4,GoiásLibras · base nacional
BARREIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barreiraSm_Prog001.mp4,GoiásLibras · base nacional
BARRIGA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barrigaSm_Prog001.mp4,GoiásLibras · base nacional
BARRIGUDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barrigudoSm_Prog001.mp4,GoiásLibras · base nacional
BARRIL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barrilSm_Prog001.mp4,GoiásLibras · base nacional
BARRO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barroSm_Prog001.mp4,GoiásLibras · base nacional
BARULHENTO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barulhentoSm_Prog001.mp4,GoiásLibras · base nacional
BARULHO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/barulhoSm_Prog001.mp4,GoiásLibras · base nacional
BASQUETE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/basqueteSm_Prog001.mp4,GoiásLibras · base nacional
BASTA!,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bastaSm_Prog001.mp4,GoiásLibras · base nacional
BASTÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bastaoSm_Prog001.mp4,GoiásLibras · base nacional
BATATA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batataSm_Prog001.mp4,GoiásLibras · base nacional
BATATA DOCE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batata-doceSm_Prog001.mp4,GoiásLibras · base nacional
BATATA FRITA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batata-fritaSm_Prog001.mp4,GoiásLibras · base nacional
BATEDEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batedeiraSm_Prog001.mp4,GoiásLibras · base nacional
BATER1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bater1Sm_Prog001.mp4,GoiásLibras · base nacional
BATER2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bater2Sm_Prog001.mp4,GoiásLibras · base nacional
BATER3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bater3Sm_Prog001.mp4,GoiásLibras · base nacional
BATERIA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bateria1Sm_Prog001.mp4,GoiásLibras · base nacional
BATERIA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bateria2Sm_Prog001.mp4,GoiásLibras · base nacional
BATIDA1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batida1Sm_Prog001.mp4,GoiásLibras · base nacional
BATIDA2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batida2Sm_Prog001.mp4,GoiásLibras · base nacional
BATISMO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batismoSm_Prog001.mp4,GoiásLibras · base nacional
BATISMO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batismo2Sm_Prog001.mp4,GoiásLibras · base nacional
BATIZAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batizar1Sm_Prog001.mp4,GoiásLibras · base nacional
BATIZAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batizar2Sm_Prog001.mp4,GoiásLibras · base nacional
BATOM,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batomSm_Prog001.mp4,GoiásLibras · base nacional
BATUCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/batucarSm_Prog001.mp4,GoiásLibras · base nacional
BAÚ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bauSm_Prog001.mp4,GoiásLibras · base nacional
BEBEDOURO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bebedouroSm_Prog001.mp4,GoiásLibras · base nacional
BEBER1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beber1Sm_Prog001.mp4,GoiásLibras · base nacional
BEBER2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beber2Sm_Prog001.mp4,GoiásLibras · base nacional
BEBER3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beber3Sm_Prog001.mp4,GoiásLibras · base nacional
BEBER4,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beber4Sm_Prog001.mp4,GoiásLibras · base nacional
BEBER5,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beber5Sm_Prog001.mp4,GoiásLibras · base nacional
BEBIDA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bebidaSm_Prog001.mp4,GoiásLibras · base nacional
BEBÊ,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bebeSm_Prog001.mp4,GoiásLibras · base nacional
BEGE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/begeSm_Prog001.mp4,GoiásLibras · base nacional
BEIJA-FLOR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beija-florSm_Prog001.mp4,GoiásLibras · base nacional
BEIJAR1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beijar1Sm_Prog001.mp4,GoiásLibras · base nacional
BEIJAR2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beijar2Sm_Prog001.mp4,GoiásLibras · base nacional
BEIJAR3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beijar3Sm_Prog001.mp4,GoiásLibras · base nacional
BEIJO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beijoSm_Prog001.mp4,GoiásLibras · base nacional
BEISEBOL,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beisebolSm_Prog001.mp4,GoiásLibras · base nacional
BELEZA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/belezaSm_Prog001.mp4,GoiásLibras · base nacional
BELICHE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/belicheSm_Prog001.mp4,GoiásLibras · base nacional
BELISCAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beliscarSm_Prog001.mp4,GoiásLibras · base nacional
BELO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/beloSm_Prog001.mp4,GoiásLibras · base nacional
BELO HORIZONTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/belo_horizonteSm_Prog001.mp4,GoiásLibras · base nacional
BEM-FEITO1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem-feito1Sm_Prog001.mp4,GoiásLibras · base nacional
BEM-FEITO2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem-feito2Sm_Prog001.mp4,GoiásLibras · base nacional
BEM-FEITO3,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem-feito3Sm_Prog001.mp4,GoiásLibras · base nacional
BEM-VINDO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem_vindoSm_Prog001.mp4,GoiásLibras · base nacional
BEM1,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem1Sm_Prog001.mp4,GoiásLibras · base nacional
BEM2,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bem2Sm_Prog001.mp4,GoiásLibras · base nacional
BENGALA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bengalaSm_Prog001.mp4,GoiásLibras · base nacional
BENZER,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/benzerSm_Prog001.mp4,GoiásLibras · base nacional
BENÇÃO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bencaoSm_Prog001.mp4,GoiásLibras · base nacional
BERINJELA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/berinjelaSm_Prog001.mp4,GoiásLibras · base nacional
BERMUDA,https://dicionario.ines.gov.br/public/media/palavras/videos/bermudaSm_Prog001.mp4,GoiásLibras · base nacional
BERRANTE,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/berranteSm_Prog001.mp4,GoiásLibras · base nacional
BERRAR,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/berrarSm_Prog001.mp4,GoiásLibras · base nacional
BERÇO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/bercoSm_Prog001.mp4,GoiásLibras · base nacional
BESOURO,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/besouroSm_Prog001.mp4,GoiásLibras · base nacional
BESTEIRA,https://goiaslibras.educacao.go.gov.br/api/media/ines/palavras/videos/besteiraSm_Prog001.mp4,GoiásLibras · base nacional
